Transaction Date,Post Date,Description,Category,Type,Amount,Memo
01/16/2024,01/17/2024,H-E-B  #202,Groceries,Sale,-100.02,
01/16/2024,01/17/2024,CHEVRON 0381691,Gas,Sale,-24.85,
01/16/2024,01/17/2024,DD DOORDASH SUBWAY,Food & Drink,Sale,-16.33,
01/16/2024,01/16/2024,Payment Thank You-Mobile,,Payment,377.98,
01/15/2024,01/16/2024,FGTTWOSTEPINN,Entertainment,Sale,-130.99,
01/14/2024,01/15/2024,CAVENDERS BOOT 24,Shopping,Sale,-86.59,
01/14/2024,01/15/2024,TARGET        00024091,Shopping,Sale,-21.65,
01/14/2024,01/15/2024,MCDONALD'S F1116,Food & Drink,Sale,-21.28,
01/12/2024,01/14/2024,7-ELEVEN 36585,Gas,Sale,-20.05,
01/11/2024,01/12/2024,DD DOORDASH SUBWAY,Food & Drink,Sale,-16.08,
01/11/2024,01/11/2024,Payment Thank You-Mobile,,Payment,469.35,
01/09/2024,01/11/2024,SUSHI JUNAI 2,Food & Drink,Sale,-92.00,
01/10/2024,01/11/2024,H-E-B  #202,Groceries,Sale,-120.33,
01/10/2024,01/10/2024,Payment Thank You-Mobile,,Payment,41.76,
01/09/2024,01/10/2024,SQ *COMPANION TATTOO,Personal,Sale,-300.00,
01/09/2024,01/10/2024,CHEVRON 0381691,Gas,Sale,-19.55,
01/09/2024,01/10/2024,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.87,
01/10/2024,01/10/2024,DD *DOORDASH FIREHOUSE,Food & Drink,Sale,-21.27,
01/09/2024,01/10/2024,CHEWY.COM,Shopping,Sale,-112.66,
01/09/2024,01/09/2024,Payment Thank You-Mobile,,Payment,7.12,
01/06/2024,01/09/2024,7-ELEVEN 36592,Gas,Sale,-28.94,
01/07/2024,01/09/2024,JERSEY MIKES 15048,Food & Drink,Sale,-12.82,
01/08/2024,01/08/2024,Payment Thank You-Mobile,,Payment,32.80,
01/07/2024,01/08/2024,CHEVRON 0381691,Gas,Sale,-7.12,
01/06/2024,01/07/2024,TXTAG 888 468 9824,Travel,Sale,-10.00,
01/05/2024,01/07/2024,TXTAG 888 468 9824,Travel,Sale,-10.00,
01/04/2024,01/05/2024,CHEVRON 0381691,Gas,Sale,-12.80,
01/04/2024,01/04/2024,Payment Thank You-Mobile,,Payment,721.44,
01/02/2024,01/03/2024,CHEVRON 0381691,Gas,Sale,-6.21,
01/02/2024,01/03/2024,H-E-B  #202,Groceries,Sale,-162.78,
01/01/2024,01/03/2024,7-ELEVEN 36565,Gas,Sale,-22.70,
01/02/2024,01/03/2024,ISM  INC. DBA AIRUP,Food & Drink,Sale,-2.10,
01/02/2024,01/03/2024,CHEVRON 0381691,Gas,Sale,-87.40,
12/31/2023,01/02/2024,JERSEY MIKES 15048,Food & Drink,Sale,-11.10,
12/31/2023,01/01/2024,DD DOORDASH TACOBELL,Food & Drink,Sale,-22.42,
12/31/2023,01/01/2024,DD DOORDASH SUBWAY,Food & Drink,Sale,-22.53,
12/31/2023,01/01/2024,H-E-B  #224,Groceries,Sale,-15.13,
